url,name,ingredients,description
https://www.povarenok.ru/recipes/show/74166/,Пирог чайный,"{'Мука пшеничная': '3 стак.', 'Сахар': '1 стак.', 'Ванилин': None, 'Варенье': '3 ст. л.', 'Сухофрукты': '1 горст.', 'Чай черный': '1 стак.', 'Разрыхлитель теста': '4 ч. л.', 'Масло растительное': '3 ст. л.', 'Орехи грецкие': None}","Быстрый пирог, прекрасно подойдет для любителей постных пирогов."
https://www.povarenok.ru/recipes/show/25777/,Острый томатный коктейль,"{'Помидор': '4 шт', 'Имбирь': '1 ст. л.', 'Соль': None, 'Чеснок': None, 'Перец черный': None, 'Креветки': None, 'Лед': '2 шт', 'Укроп': '1 пуч.', 'Масло оливковое': None}",коктейль получился густой остренький пикантный и на УРА пошeл с креветками
https://www.povarenok.ru/recipes/show/94374/,Запечённые ранетки с рисовыми хлопьями и сливочной начинкой,"{'Яблоко': '8 шт', 'Хлопья рисовые': '1 ст. л.', 'Молоко': '2 ст. л.', 'Слива': '1 шт', 'Сыр сливочный': '1 ст. л.', 'Молоко сгущенное': '1 ст. л.', 'Миндаль': '8 шт', 'Масло растительное': None, 'Сахарная пудра': '1 ст. л.'}","Попробуйте приготовить на завтрак эти интересные, во своему вкусу, запечённые яблоки с начинкой из рисовых хлопьев. Быстро, вкусно, полезно!"
https://www.povarenok.ru/recipes/show/103287/,"Блинчики шоколадные ""Восхитительные""","{'Яйцо куриное': '2 шт', 'Сахар': '3 ст. л.', 'Соль': None, 'Сода гашеная уксусом': '0,5 ч. л.', 'Какао-порошок': '2 ст. л.', 'Молоко': '0,5 л', 'Мука пшеничная': '1 стак.', 'Масло оливковое': '1 ч. л.', 'Маргарин': None, 'Сливки': None, 'Варенье': None}","Очень вкусные блинчики, легко переворачиваются, получаются ажурные. Задумка была изначально другая, но обстоятельства помешали её воплотить. Выставляю как вариант рецепта."
https://www.povarenok.ru/recipes/show/122866/,Овсяные оладьи с луково-гороховой начинкой,"{'Мука овсяная': '1 стак.', 'Молоко': '1 стак.', 'Мука пшеничная': '4 ст. л.', 'Сода': '1/3 ч. л.', 'Соль': '1 щепот.', 'Сахар': '1 щепот.', 'Лук-шалот': '4 шт', 'Горошек зеленый': '5 ст. л.', 'Масло растительное': '3 ст. л.', 'Фарш мясной': '3 ст. л.', 'Перец черный': '1 щепот.'}","Очень вкусные, нежный оладьи, несмотря на то, что состоят из нескольких ингредиентов. Начинка из лука с зеленым горошком и небольшим кол-вом фарша, хорошо дополняют вкус. Подавать можно со сметаной. Стакан у меня 200мл. Лук шалот, можно заменить на обычный, просто у меня его в этом году, был хороший урожай, вот и кладу его везде. Угошайтесь!"
https://www.povarenok.ru/recipes/show/106765/,"Чимчи из дайкона ""Кактуги""","{'Дайкон': '2 шт', 'Перец красный жгучий': '4 ст. л.', 'Чеснок': '2 ст. л.', 'Соль': '2 ст. л.', 'Анчоусы': '2 ч. л.', 'Имбирь': '2 ст. л.', 'Кунжут': '1 ст. л.', 'Соус': '1 ст. л.'}","Доброго времени суток!
Про полезность квашенной корейской капусты (чимчи) написано очень много: оно низко калорийно, при этом питательно, богато витаминами, микроэлементами, молочнокислыми бактериями, расщепляет жиры, препятствует гнилостным процессам в кишечнике, профилактирует рак, и даже спасает от похмелья! Но не все знают, что корейцы квасят не только пекинскую капусту. Они готовят чимчи практически из любых овощей. Хочу представить вашему вниманию рецепт чимчи из белой редьки."
https://www.povarenok.ru/recipes/show/443/,Маринованная утиная грудка,"{'Грудка утиная': '1 шт', 'Горчица': '1 ч. л.', 'Соевый соус': '3 ст. л.', 'Орегано': None, 'Мед': '1 ст. л.'}","Подойдет и на праздничный стол, и на бутерброды с утра..."
https://www.povarenok.ru/recipes/show/52325/,"Торт миндальный ""Поварeнок""","{'Миндаль': '450 г', 'Яйцо куриное': '7 шт', 'Цедра лимона': '2 ст. л.', 'Джем': '0,5 стак.', 'Сахар': '8 ст. л.', 'Ванильный сахар': '1 пакет.', 'Молоко': '250 мл', 'Крахмал': '1 ст. л.', 'Масло сливочное': '150 г'}","Хочеться ещe раз поздравить ""Поварeнка"" с Днeм рождения!!!"
https://www.povarenok.ru/recipes/show/90562/,"Пирог ""Рыбка с золотой чешуёй""","{'Мука пшеничная': '300 г', 'Лосось': '400 г', 'Масло сливочное': '100 г', 'Сметана': '150 г', 'Соль': '0.3 ч. л.', 'Ананас': '300 г', 'Разрыхлитель теста': '1 ч. л.', 'Яйцо куриное': '1 шт', 'Морковь': '3 шт', 'Лук репчатый': '2 шт', 'Масло растительное': '2 ст. л.', 'Соевый соус': '3 ст. л.'}",Невероятно вкусный пирог с рыбой. На столе всегда фаворит. Попробуйте!
https://www.povarenok.ru/recipes/show/171832/,"Кулич ""Весенний""","{'Молоко': '250 мл', 'Дрожжи': '25 г', 'Сахар': '250 г', 'Масло сливочное': '150 г', 'Яйцо куриное': '3 шт', 'Мука пшеничная': '750 г', 'Изюм': '150 г', 'Ванильный сахар': '1 пакет.', 'Соль': '1 ч. л.'}",Самое главное на пасхальном столе - кулич.
https://www.povarenok.ru/recipes/show/125480/,Творoжный кекс с грушами,"{'Сахар': '200 г', 'Творог': '200 г', 'Груша': '2 шт', 'Ванильный сахар': '1 пакет.', 'Масло сливочное': '115 г', 'Яйцо куриное': '3 шт', 'Разрыхлитель теста': '0.5 ч. л.', 'Мука пшеничная': '225 г'}","Иногда хочется себя побаловать простым рецептом. Вот такой вксуный кекс нашла в интернете, автор мне неизвестен. На вкус очень шикарный. Поэтому делюсь с вами."
https://www.povarenok.ru/recipes/show/85021/,Закуска из форели с соевым соусом,"{'Форель': '300 г', 'Креветки': '200 г', 'Авокадо': '1 шт', 'Апельсин': '1 шт', 'Руккола': '40 г', 'Сок лимонный': '1 ст. л.', 'Мед': '4 ч. л.', 'Горчица': '1 ст. л.', 'Масло оливковое': '3 ст. л.', 'Соевый соус': '2 ст. л.'}","Замечательный салат в обрамлении малосоленой рыбки. Попробуйте, очень вкусно!"
https://www.povarenok.ru/recipes/show/79101/,Перцовка,"{'Перец чили': '3 шт', 'Водка': '1 л', 'Перец черный': '3-4 шт', 'Цедра лимона': '3 шт', 'Корица': None, 'Ванильный сахар': None, 'Мед': '1 ст. л.'}","Рецепт настойки на водке. Всем известная перцовая настойка! 
Эта перцовка отличается очень жгучим и согревающим эффектом, а также приятным ароматом."
https://www.povarenok.ru/recipes/show/4010/,Салат со шпротами,"{'Шпроты': None, 'Кукуруза': None, 'Фасоль': None, 'Сыр твердый': None, 'Чеснок': None, 'Майонез': None}",Нежный салатик.
https://www.povarenok.ru/recipes/show/124710/,"Цыплёнок, запечённый в хлебном тесте","{'Тесто дрожжевое': '500 г', 'Цыпленок': '1 шт', 'Перец болгарский': '2 шт', 'Оливки черные': '1 горст.', 'Чеснок': '1 зуб.', 'Розмарин': '1 веточ.'}","Это довольно старинное итальянское блюдо, ему около 150 лет, придумано это блюдо в Италии."
https://www.povarenok.ru/recipes/show/105794/,"Булочки ""Медовые зайки""","{'Молоко': '125 мл', 'Мед': '1 ст. л.', 'Дрожжи': '1 ч. л.', 'Масло сливочное': '30 г', 'Желток яичный': '1 шт', 'Мука пшеничная': '320 г', 'Соль': '1 ч. л.', 'Сахар': '75 г'}",Очаровательные медовые булочки со сладкой глазурью украсят стол и порадуют деток.
https://www.povarenok.ru/recipes/show/39891/,Чисто английский завтрак из овсянки,"{'Хлопья овсяные': '0,5 стак.', 'Молоко': '0,5 стак.', 'Вода': '0,5 стак.', 'Абрикос': '2-3 шт', 'Изюм': '1 ст. л.', 'Мед': '1 ч. л.', 'Орехи': '1 ч. л.', 'Соль': None}","ОВСЯНКА ""Antisclero tin"".  Надолго отобъeт у вас чувство голода, «потренирует» ваш кишечник за счeт высокого содержания клетчатки и снизит холестерин. И для внешности полезна: на овсянке без излишних добавок вы не растолстеете, а входящий в еe состав минерал кремний благотворно скажется на состоянии кожи. 
Это цитата из статьи "" 20 ОЧЕНЬ ПОЛЕЗНЫХ ПРОДУКТОВ"", которую я выставила еще 1 февраля, но в ""эфир""  она не пошла. До сих пор ""висит""  на сайте с комментарием - ""Ждет одобрения администратором"".  
Дорогие администраторы, дайте ответ, PLEASE! Может такая информация есть на сайте, то SORRY."
https://www.povarenok.ru/recipes/show/3884/,Утка с маслинами,"{'Утка': None, 'Лук репчатый': None, 'Маслины': None, 'Томатная паста': None}","Вкусно. Можно подавать как горячим, так и холодным.
За фото к рецепту спасибо Юлии yuvl."
https://www.povarenok.ru/recipes/show/148799/,"Салат ""Амрита""","{'Говядина': '100 г', 'Огурец маринованный': '2 шт', 'Лук репчатый': '1 шт', 'Оливки черные': '10 шт', 'Майонез': 'по вкусу', 'Соль': 'по вкусу', 'Перец черный': 'по вкусу'}","Этот салат мы с мужем очень часто берем в одном придорожном кафе, когда ездим по делам в город. Название салата одноименно с названием кафе), - салат простой, но очень вкусный, в нем все очень гармонично. Заходите, угощаю!"
https://www.povarenok.ru/recipes/show/113828/,"Овощи, маринованные в лимонном соке","{'Шампиньоны': '300 г', 'Цуккини': '300 г', 'Перец болгарский': '300 г', 'Масло подсолнечное': '6 ст. л.', 'Лимон': '2 шт', 'Чеснок': '4 зуб.', 'Соевый соус': '4 ст. л.', 'Зелень': '1 пуч.', 'Соль': '1 ч. л.'}","Мне очень нравится этот рецепт. В маринаде нет уксуса, количество и состав специй можно варьировать по своему вкусу, блюдо только выиграет. Готовить очень просто, причем маринуются все овощи одновременно."
https://www.povarenok.ru/recipes/show/14356/,"Салат  ""Бешеная курица""","{'Картофель': '2 шт', 'Яйцо куриное': '2 шт', 'Грибы': '200 г', 'Перец болгарский': '1 шт', 'Бедро куриное': '2 шт', 'Майонез': None, 'Ананас': None, 'Масло сливочное': None}","Копченая курица, ананасы... и то, что под руку попалось :)"
https://www.povarenok.ru/recipes/show/21555/,"Капуста фаршированная ""Постная""","{'Капуста белокочанная': '1,5 кг', 'Помидор': '2 шт', 'Лук репчатый': '2 шт', 'Морковь': '2 шт', 'Баклажан': '1 шт', 'Кабачок': '1 шт', 'Перец болгарский': '1 шт', 'Сок томатный': '1 стак.', 'Специи': None, 'Соль': None, 'Масло растительное': '5 ст. л.'}","В Великий Пост многие продукты употреблять нельзя. И у многих сложился стереотип, что блюда с ограничением в ингредиентах не вкусны. К моему стыду, и моя семья в их числе. Когда мои мужчины отсутствовали дома, я приготовила это постное блюдо, к моему великому изумлению, они даже и не заметили отсутствие любимого мяса! Идею позаимствовала из книги «Миллион меню», но переделала полностью на постный вариант и на свой лад. ""Постимся с Moulinex""."
https://www.povarenok.ru/recipes/show/169239/,Буженина домашняя в духовке,"{'Корейка': '1 кг', 'Орех мускатный': '0.5 ч. л.', 'Паприка сладкая': '0.5 ч. л.', 'Приправа': '1 ч. л.', 'Соль': '1 ч. л.', 'Масло подсолнечное': '50 г'}","Простой рецепт очень нежной, сочной и вкусной буженины в духовке. А нужно всего хорошее мясо, ароматные специи и желание порадовать свою семью вкусным блюдом."
https://www.povarenok.ru/recipes/show/44530/,"Салат  ""Комплимент""","{'Рис': '100 г', 'Филе куриное': '200 г', 'Листья салата': None, 'Сыр твердый': '100 г', 'Орехи грецкие': '50 г', 'Майонез': '100 г', 'Масло растительное': '50 мл', 'Соевый соус': '1 ст. л.', 'Мед': '1 ст. л.', 'Чернослив': '100 г'}","Сегодня утром Эллочка(Эллиса) сдалала мне подарок - салатик, чем несказанно подняла моe настроение и избавила от депрессии. В ответ я ей сделала подарочек - свой салатик, он прост, но есть ""изюминка"", надеюсь, что ей понравится. У нас разница 8 часов, как раз будет к еe завтраку."
https://www.povarenok.ru/recipes/show/149119/,Кокосовые оладьи,"{'Сыворотка': '200 мл', 'Мука пшеничная': '200 г', 'Сахар': '1 ст. л.', 'Стружка кокосовая': '30 г', 'Дрожжи': '2 ч. л.'}",Порадуйте себя и близких пышными оладьями с кокосовым вкусом. Простые ингредиенты - замечательный вкус!
https://www.povarenok.ru/recipes/show/153537/,Смузи «Свежесть дня»,"{'Йогурт': '200 мл', 'Дыня': '400 г', 'Малина': '100 г'}","Этот густой напитокс йогуртом, дыней и ягодами придаст Вам сил на весь день и поможет похудеть! Вы не только получите удовольствие от такого завтрака, но и насытите организм полезными веществами, улучшите работу органов пищеварения. Приготовление займёт не более пяти минут.
Составляющие просты и полезны…"
https://www.povarenok.ru/recipes/show/81494/,Тушеная фасоль с говядиной из мультиварки,"{'Масло растительное': '50 мл', 'Тимьян': None, 'Чеснок': '3 зуб.', 'Томатная паста': '1 ст. л.', 'Сок томатный': '1 стак.', 'Морковь': '1 шт', 'Лук репчатый': '1 шт', 'Говядина': '500 г', 'Фасоль': '1 стак.', 'Соль': None, 'Перец черный': None}","Это вкусное и питательное блюдо как раз для зимнего ненастья и холодов, здоровый источник белка и энергии! Использование в этом рецепте фасоли ""Черный глаз"" ускоряет процесс приготовления, так как ее не нужно предварительно замачивать."
https://www.povarenok.ru/recipes/show/51955/,"Пирожное ""Вивьен""","{'Мука пшеничная': '150 г', 'Чернослив': '50 г', 'Яйцо куриное': '4 шт', 'Сахар': '150 г', 'Кофе растворимый': '40 мл', 'Шоколад молочный': '120 г', 'Разрыхлитель теста': '1 ч. л.', 'Сахарная пудра': '500 г', 'Сливки': '100 мл', 'Желатин': '5 г', 'Маргарин': '1 ст. л.', 'Вода': '3 ст. л.', 'Сок лимонный': '4 ч. л.', 'Масло сливочное': '60 г', 'Соль': None, 'Мед': '1 ст. л.', 'Белок яичный': '1 шт'}","День рождения - это всегда прекрасно, вне зависимости от того, сколько лет тебе исполняется. Это день, когда хочется верить в сказку, хочется верить, что сейчас в дверь войдет добрый волшебник и исполнит твое любое желание... 
Дорогой ""Поваренок"", с Днем рождения !!!
П. С. Почему Вивьен? Это первая ассоциация, которая пришла мне в голову, когда я задумала эти пирожные, они мне напомнили мою любимую Вивьен Ли, самую красивую женщину, идеал и эталон красоты, нежности и элегантности)))
На конкурс ""Поздравь Поварeнка с трехлетием!"""
https://www.povarenok.ru/recipes/show/33302/,"Салат из печени и горошка ""На пробу""","{'Печень говяжья': '300 г', 'Горошек зеленый': '1 бан.', 'Яйцо куриное': '4 шт', 'Грибы': '200-300 г', 'Майонез': None}","Салат этот готовила спонтанно на нг из того, что было под рукой. Быстро, вкусно, просто."
https://www.povarenok.ru/recipes/show/41009/,"Салат ""Ламинария""","{'Капуста морская': '200 г', 'Крабовые палочки': '4 шт', 'Перец сладкий красный': '1/2 шт', 'Яйцо куриное': '1 шт', 'Чеснок': '5 зуб.', 'Лимон': '1/2 шт', 'Масло оливковое': None}",Особую пикантность морской капусте придает маринованный чеснок.
https://www.povarenok.ru/recipes/show/139789/,"Заварные блины ""Безалкогольный глинтвейн""","{'Кефир': '1 л', 'Яйцо куриное': '2 шт', 'Сахар': '125 г', 'Соль': '2 ч. л.', 'Масло растительное': '1/4 стак.', 'Мука пшеничная': '700 г', 'Сода': '2 ч. л.', 'Вода': '100 мл', 'Груша': '2 шт', 'Изюм': '100 г', 'Миндаль': '50 г', 'Курага': '35 г', 'Имбирь': '25 г', 'Гвоздика': '5 шт', 'Сахарная пудра': None}","Простой и безумно вкусный рецепт блинов с начинкой вкуса глинтвейна. Помимо тела, греет еще и душу. У этого рецепта НЕТ возрастных ограничений! Он подойдёт тем, кто ценит изысканный вкус глинтвейна и питает слабость к блинам. Также сладкий соус можно использовать как самостоятельный десерт во время простудных заболеваний!"
https://www.povarenok.ru/recipes/show/142186/,Медово-горчичный соус,"{'Мед': '50 мл', 'Горчица': '2 ст. л.', 'Соевый соус': '1 ст. л.', 'Желток яичный': '1 шт', 'Сок лимонный': '2 ст. л.', 'Перец черный': 'по вкусу', 'Куркума': None, 'Масло растительное': '75 мл'}","Соус готовится в считанные минуты. Имеет чудесную бархатную структуру, потрясающий медовый аромат и сладко-островатый вкус. Это стоит попробовать!!!"
https://www.povarenok.ru/recipes/show/134321/,Куриные окорочка сметанно-кунжутные,"{'Окорочок куриный': '2 шт', 'Сметана': '3 ст. л.', 'Хмели-сунели': 'по вкусу', 'Базилик': 'по вкусу', 'Орех мускатный': 'по вкусу', 'Соль': 'по вкусу', 'Соевый соус': '2 ст. л.', 'Кунжут': '3 ст. л.', 'Масло растительное': None}","В студенчестве я проработала 4 года кондитером в городе Анапе, оттуда и приволокла этот рецептик. Еще таким же образом получаются шикарные отбивные."
https://www.povarenok.ru/recipes/show/142765/,Манная каша с бананом,"{'Крупа манная': '80 г', 'Молоко': '140 мл', 'Вода': '140 мл', 'Сливки': '100 мл', 'Сахар': 'по вкусу', 'Банан': '1 шт', 'Какао-порошок': None, 'Ягода': None}","Как-то прогуливаясь по центру Праги, недалеко от Староместской площади я набрела на одну маленькую уютную кафешку и решила, что пора передохнуть. Честно говоря, меня удивило, что в меню есть манная каша. Какой-то ребенок за соседним столиком с аппетитом ее уплетал, и я решила, что нужно попробовать, вспомнить детство золотое... Сто лет не ела манной каши! Оказалось, что это незатейливое блюдо может быть настоящим лакомством. Приглашаю на угощение!"
https://www.povarenok.ru/recipes/show/61238/,Удивительный фасолевый торт,"{'Фасоль': '1 стак.', 'Яйцо куриное': '5 шт', 'Мед': '4 ст. л.', 'Какао-порошок': '12 ст. л.', 'Кардамон': None, 'Ванилин': '1 г', 'Масло сливочное': '150 г', 'Молоко сгущенное': '1 бан.', 'Соль': '0,3 ч. л.'}","Рецепт этого торта нашла на английском сайте здорового питания. 
Торт и на самом деле очень удивительный, кто пробует его впервые, не может понять из чего он приготовлен, а после просто влюбляется в него. 
А вот и мой рецепт - сказка. 

В детстве всегда происходят какие то чудеса, и вот, что случилось со мной, когда мне было лет 8. 
Мы с родителями решили проветриться и прокатиться по округе на нашей машине. 
Заехали на какую-то лесную дорогу, и пейзажи нас так очаровали, что мы не заметили, что уехали очень далеко, а день близился к концу. 

Мы заехали в городок, который нам попался по дороге, и зашли в местное кафе. Нас удивило, что городок был пуст, ни одной живой души, а в кафе был накрыт шикарный стол. 
Папа с мамой покричали, но им никто не ответил, и они решили перекусить, так как яства на столе просто сводили с ума. 
Я, что-то почувствовав неладное, не захотела есть, а решила пройтись вокруг. 
Когда я вернулась, то увидела ужасную картину... 
За столом, где присели мои родители, сидели и громко чавкали две свиньи. Я в ужасе закричала. 
На мой крик вышла престарелая дама и с презрительной ухмылкой сказала мне: «Если хочешь вернуть прежний облик своим родителям, ты должна удивить меня. Даю тебе сутки, или я пущу этих двух свинок на колбасу!»"
https://www.povarenok.ru/recipes/show/48954/,"Гарнир ""Роза Востока""","{'Яйцо куриное': '5 шт', 'Помидор': '7 шт', 'Помидоры черри': '10 шт', 'Лук красный': '1 шт', 'Фасоль стручковая': '10 шт', 'Специи': None, 'Сок лимонный': '3 ст. л.'}","Авторский рецепт, я уже публиковала его на других сайтах, но здесь ещe нет, так что, ловите! Получается очень вкусно."
https://www.povarenok.ru/recipes/show/34360/,"Тарталетка ""Сороконожка – светофор""","{'Вода': '250 мл', 'Масло сливочное': '100 г', 'Мука пшеничная': '200 г', 'Яйцо куриное': '5 шт', 'Куркума': '1 г', 'Печень говяжья': '200 г', 'Лук репчатый': '1 шт', 'Перец черный': None, 'Морковь': '1 шт', 'Перец болгарский': '1 шт', 'Горбуша': '1 бан.', 'Яблоко': '1/2 шт', 'Пармезан': '100 г', 'Сыр твердый': '50 г', 'Творог': '100 г', 'Укроп': '100 г', 'Лук зеленый': '100 г'}","Вот и это существо пришло на конкурс ""Королева фуршета"". )) Это блюдо я придумывала на день рождения моей 6 племянницы, но «пилот-версию» с удовольствием смeл мой благоверный со своими друзьями под пиво и футбол. Ещe раз доказав, что мужчины в любом возрасте - дети. Ну и племянница с еe друзьями была в восторге.  А главное, что это блюдо заменило собой весь салатный стол, который не очень-то любят дети."
https://www.povarenok.ru/recipes/show/43317/,Шахматный бутербродный торт,"{'Хлеб': '18 шт', 'Консервы рыбные': '1 бан.', 'Сыр мягкий': '150 г', 'Икра рыбная': '100 г', 'Лук зеленый': '1 пуч.', 'Масло сливочное': '100 г', 'Специи': '10 г'}",Большой бутерброд для большой компании.
https://www.povarenok.ru/recipes/show/170407/,"Запеченное мясо в фольге, с картофелем","{'Мед': '2 ст. л.', 'Соевый соус': '4 ст. л.', 'Масло растительное': '5 ст. л.', 'Картофель': '7 шт', 'Соль': 'по вкусу', 'Перец черный': 'по вкусу', 'Перец сладкий красный': 'по вкусу', 'Укроп': 'по вкусу', 'Свинина': '1 кг', 'Приправа': 'по вкусу'}","Всем привет. Сегодня я покажу вам один из простых способов приготовить мясо в фольге. А именно, свинина в фольге. Мясо в фольге получился вкусным, а так же довольно аппетитным. Для этого мясо можно приготовить почти любой гарнир, это рис, картофель в фольге, пасту. Лично я приготовил такой гарнир «Картошка по-деревенски в фольге». Картофель получается мягким и так же аппетитным. Во время приготовления я плохо завернул фольгу где находилась свинина, из за этого «сок» который образовался, вытек, но этой «соком» можно полить картофель, за счет этого он получится мягким. Данное блюдо можно приготовить к семейному ужину. Спасибо за внимание, всем удачи, до новых встреч."
https://www.povarenok.ru/recipes/show/136400/,Бастурма из баранины,"{'Баранина': '1000 г', 'Соль': '5 ст. л.', 'Специи': 'по вкусу', 'Перец чили': '1/3 ст. л.', 'Лист лавровый': '5 шт'}","Бастурма из баранины. Очень вкусный деликатес, который не сложен в приготовлении"
https://www.povarenok.ru/recipes/show/169286/,Домашний чизбургер с пикантным соусом,"{'Майонез': '3 ст. л.', 'Томатная паста': '1 ст. л.', 'Горчица': '1 ч. л.', 'Уксус': '1 ст. л.', 'Чеснок': '1 зуб.', 'Паприка сладкая': '0.5 ч. л.', 'Фарш мясной': '400 г', 'Сухари панировочные': '3 ст. л.', 'Яйцо куриное': '1 шт', 'Соль': '1 ч. л.', 'Перец черный': '0.25 ч. л.', 'Масло растительное': '0.5 ст. л.', 'Сыр сливочный': '4 шт', 'Булка': '4 шт', 'Листья салата': '4 шт', 'Помидор': '1 шт', 'Огурец маринованный': '1 шт', 'Лук красный': '0.25 шт'}","Чизбургер - по сути тот же гамбургер, только включающий в себя обязательно сыр. Я буду использовать сыр Hochland Чизбургер. Сделаю пикантный соус. Конечно это очень калорийно, но иногда можно!"
https://www.povarenok.ru/recipes/show/111484/,Творожные колобки с вишней,"{'Вишня': '1 стак.', 'Сахар': '3 ст. л.', 'Творог': '250 г', 'Яйцо куриное': '1 шт', 'Мука пшеничная': '0,5 стак.', 'Сметана': '4 ст. л.', 'Масло сливочное': '50 г'}","Во многих семьях готовят ""на скорую руку"" ленивые вареники - это просто, быстро и вкусно. Когда начинается сезон сбора вишни, я готовлю для своих любимых вот такие ""колобки"" - мои девчонки так называют этот вариант ленивцев."
https://www.povarenok.ru/recipes/show/103808/,Постное яблочно-ржаное печенье,"{'Яблоко': '2 шт', 'Масло растительное': '4 ст. л.', 'Сахар': '4 ст. л.', 'Мука ржаная': '270 г', 'Разрыхлитель теста': '1 ч. л.', 'Ванилин': '1 щепот.', 'Соевый соус': '1 ст. л.', 'Мак': None, 'Кунжут': None}","Печенье простейшее, легко и быстро готовится, но при этом позволяет поэкспериментировать. Мягкое, ароматное и полезное, думаю, оно не будет лишним на столе постящихся."
https://www.povarenok.ru/recipes/show/60152/,Дынное варенье,"{'Дыня': '500 г', 'Сахар': '200 г', 'Кардамон': '2 шт', 'Бадьян': '1 шт', 'Лимон': '1 шт'}","На днях купила дыню, а она оказалась совершенно безвкусной, ну и чтобы еe не выкидывать, решила сварить варенье. Получилось пряное, вкусное, сладкое дынное варенье."
https://www.povarenok.ru/recipes/show/59689/,"Картофель ""Золотистый""","{'Картофель': '600 г', 'Лук репчатый': '1 шт', 'Чеснок': '3 шт', 'Масло растительное': '50 мл'}","Наступила пора первых урожаев и у многих на дачах созрела картошка. Каким бы крупным ни был сорт, все равно встает вопрос - куда девать мелкие плоды? У моих родителей на даче тоже растет немного картошки и в августе часто готовим это блюдо. Очень ароматно и вкусно получается! Блюдо не для худеющих, но иногда можно позволить."
https://www.povarenok.ru/recipes/show/9327/,Свиные медальоны с бастурмой и сулугуни,"{'Свинина': '250 г', 'Сыр сулугуни': '12 ломт.', 'Бастурма': '12 ломт.', 'Мята': '12 шт', 'Соль': None, 'Перец черный': None}",Очень пикантное мяско с секретиком. В нежных медальончиках бастурма и сыр сулугуни. Объедение!
https://www.povarenok.ru/recipes/show/129466/,Пшенная запеканка с малиной,"{'Пшено': '2 пакет.', 'Пюре фруктовое': '130 г', 'Малина': '250 г', 'Яйцо куриное': '2 шт', 'Масло сливочное': '30 г', 'Ванилин': '1 г', 'Сахар': '2 ст. л.'}",Легкая в приготовлении и очень вкусная запеканка. Отлично подойдет в качестве завтрака или полдника. Также такая запеканка может заменить в некоторых случаях десерт.
https://www.povarenok.ru/recipes/show/162471/,Булочки с двумя видами начинки,"{'Мука пшеничная': '520 г', 'Молоко': '150 мл', 'Яйцо куриное': '3 шт', 'Масло сливочное': '100 г', 'Соль': '1 ч. л.', 'Сахар': '70 г', 'Дрожжи': '10 г', 'Клюква': '150 г', 'Крахмал кукурузный': '1 ст. л.', 'Сыр творожный': '140 г'}",Вкусные дрожжевые булочки с двумя видами начинки.
https://www.povarenok.ru/recipes/show/57112/,Котлеты овощные в вафельной оболочке,"{'Корж': '0,5 упак.', 'Картофель': '2 шт', 'Морковь': '2 шт', 'Лук репчатый': '1 шт', 'Масло растительное': None, 'Соль': None, 'Яйцо куриное': '3 шт', 'Перец черный': None}","Рецепт этого блюда был размещен на сайте в 2010 году пользователем Jene_Rien под названием ""Вегетарианские котлеты"" и иллюстрирован мной в рамках акции «Раскраски». 
 
Очень вкусные овощные котлеты в вафлях. Легко и быстро готовятся."
https://www.povarenok.ru/recipes/show/135318/,Моцарелла фаршированная,"{'Моцарелла': '200 г', 'Томаты вяленые': '5 шт', 'Руккола': '30 г', 'Лосось': None, 'Соевый соус': '1 ч. л.', 'Масло оливковое': '1 ст. л.', 'Чеснок': '1 зуб.'}","Просто сногсшибательная закуска! Прекрасно подойдёт для Новогоднего фуршета. Причём её можно сделать нескольких видов: из маленькой моцареллы закуска получится буквально ""на один зубок"" (я делаю такую для детей), а из средних и крупных шариков моцареллы - она будет соответственно покрупнее. Несложно готовить. Можно немного поэкспериментировать с начинкой по Вашему вкусу. Предлагаю попробовать мой вариант этого замечательного блюда!"
https://www.povarenok.ru/recipes/show/121664/,Быстрые закусочные помидоры,"{'Помидор': '8 шт', 'Чеснок': '4 зуб.', 'Укроп': '5 веточ.', 'Петрушка': '3 веточ.', 'Соль': '2 ч. л.', 'Смесь перцев': '1 щепот.'}","Обожаемая мной и всей семьей закуска. Хит праздничных застолий! И это при минимуме продуктов и движений! Конечно, лучше всего она удается из спелых летних помидор. Поэтому летом миска с такими помидорами почти всегда есть в холодильнике-одни съели-другие сделали. Но и зимой можно отлично приготовить – просто взять или черри-или на веточке-главное условие-плотные плоды примерно одного размера с сочной сладкой мякотью. Попробуйте – и вам понравится!"
https://www.povarenok.ru/recipes/show/9347/,Ленивая пицца,"{'Хлеб': None, 'Яйцо куриное': '3 шт', 'Сливки': '200 мл', 'Зелень': None, 'Соль': None, 'Перец черный': None, 'Соус': None, 'Ветчина': None, 'Грибы': None, 'Лук репчатый': '1 шт', 'Помидор': '2', 'Моцарелла': None, 'Сыр твердый': None}","Идею мне как-то подкинула свекровь, а вот вчера за неимением времени очень пригодилась и пришлась по вкусу :)"
