;Выжившие;КлассПассажира;Пол;Возраст;Сибсп;Пергамент;Билет;Стоимость;Купе;Погружены
408;0;3;male;2001.0;0;0;312992;7.775;B96 B98;S
409;0;3;female;1992.3008823529412;3;1;4133;25.4667;B96 B98;S
410;0;3;male;1992.3008823529412;0;0;349222;7.8958;B96 B98;S
411;0;3;male;1992.3008823529412;0;0;394140;6.8583;B96 B98;Q
412;1;1;female;1989.0;1;0;19928;90.0;C78;Q
413;0;2;male;1992.3008823529412;0;0;239853;0.0;B96 B98;S
414;1;3;male;1978.0;0;0;STON/O 2. 3101269;7.925;B96 B98;S
415;0;3;female;1992.3008823529412;0;0;343095;8.05;B96 B98;S
416;1;2;female;1988.0;1;1;28220;32.5;B96 B98;S
417;1;2;female;2004.0;0;2;250652;13.0;B96 B98;S
418;0;2;male;1992.0;0;0;28228;13.0;B96 B98;S
419;0;3;female;2012.0;0;2;345773;24.15;B96 B98;S
420;0;3;male;1992.3008823529412;0;0;349254;7.8958;B96 B98;C
421;0;3;male;2001.0;0;0;A/5. 13032;7.7333;B96 B98;Q
422;0;3;male;1993.0;0;0;315082;7.875;B96 B98;S
423;0;3;female;1994.0;1;1;347080;14.4;B96 B98;S
424;0;3;male;2004.0;1;1;370129;20.2125;B96 B98;S
425;0;3;male;1992.3008823529412;0;0;A/4. 34244;7.25;B96 B98;S
426;1;2;female;1994.0;1;0;2003;26.0;B96 B98;S
427;1;2;female;2003.0;0;0;250655;26.0;B96 B98;S
428;0;3;male;1992.3008823529412;0;0;364851;7.75;B96 B98;Q
429;1;3;male;1990.0;0;0;SOTON/O.Q. 392078;8.05;E10;S
430;1;1;male;1994.0;0;0;110564;26.55;C52;S
431;1;3;female;1992.3008823529412;1;0;376564;16.1;B96 B98;S
432;1;2;female;1980.0;1;0;SC/AH 3085;26.0;B96 B98;S
433;0;3;male;2005.0;0;0;STON/O 2. 3101274;7.125;B96 B98;S
434;0;1;male;1972.0;1;0;13507;55.9;E44;S
435;1;1;female;2008.0;1;2;113760;120.0;B96 B98;S
436;0;3;female;2001.0;2;2;W./C. 6608;34.375;B96 B98;S
437;1;2;female;1998.0;2;3;29106;18.75;B96 B98;S
438;0;1;male;1958.0;1;4;19950;263.0;C23 C25 C27;S
439;0;2;male;1991.0;0;0;C.A. 18723;10.5;B96 B98;S
440;1;2;female;1977.0;1;1;F.C.C. 13529;26.25;B96 B98;S
441;0;3;male;2002.0;0;0;345769;9.5;B96 B98;S
442;0;3;male;1997.0;1;0;347076;7.775;B96 B98;S
443;1;2;female;1994.0;0;0;230434;13.0;B96 B98;S
444;1;3;male;1992.3008823529412;0;0;65306;8.1125;B96 B98;S
445;1;1;male;2018.0;0;2;33638;81.8583;A34;S
446;1;2;female;2009.0;0;1;250644;19.5;B96 B98;S
447;1;1;male;1988.0;0;0;113794;26.55;B96 B98;S
448;1;3;female;2017.0;2;1;2666;19.2583;B96 B98;C
449;1;1;male;1970.0;0;0;113786;30.5;C104;S
450;0;2;male;1986.0;1;2;C.A. 34651;27.75;B96 B98;S
451;0;3;male;1992.3008823529412;1;0;65303;19.9667;B96 B98;S
452;0;1;male;1992.0;0;0;113051;27.75;C111;C
453;1;1;male;1973.0;1;0;17453;89.1042;C92;C
454;0;3;male;1992.3008823529412;0;0;A/5 2817;8.05;B96 B98;S
455;1;3;male;1993.0;0;0;349240;7.8958;B96 B98;C
456;0;1;male;1957.0;0;0;13509;26.55;E38;S
457;1;1;female;1992.3008823529412;1;0;17464;51.8625;D21;S
458;1;2;female;1972.0;0;0;F.C.C. 13531;10.5;B96 B98;S
459;0;3;male;1992.3008823529412;0;0;371060;7.75;B96 B98;Q
460;1;1;male;1974.0;0;0;19952;26.55;E12;S
461;0;3;male;1988.0;0;0;364506;8.05;B96 B98;S
462;0;1;male;1975.0;0;0;111320;38.5;E63;S
463;0;2;male;1974.0;0;0;234360;13.0;B96 B98;S
464;0;3;male;1992.3008823529412;0;0;A/S 2816;8.05;B96 B98;S
465;0;3;male;1984.0;0;0;SOTON/O.Q. 3101306;7.05;B96 B98;S
466;0;2;male;1992.3008823529412;0;0;239853;0.0;B96 B98;S
467;0;1;male;1966.0;0;0;113792;26.55;B96 B98;S
468;0;3;male;1992.3008823529412;0;0;36209;7.725;B96 B98;Q
469;1;3;female;2021.25;2;1;2666;19.2583;B96 B98;C
470;0;3;male;1992.3008823529412;0;0;323592;7.25;B96 B98;S
471;0;3;male;1984.0;0;0;315089;8.6625;B96 B98;S
472;1;2;female;1989.0;1;2;C.A. 34651;27.75;B96 B98;S
473;1;2;female;1999.0;0;0;SC/AH Basle 541;13.7917;D;C
474;0;3;female;2000.0;0;0;7553;9.8375;B96 B98;S
475;0;1;male;1992.3008823529412;0;0;110465;52.0;A14;S
476;0;2;male;1988.0;1;0;31027;21.0;B96 B98;S
477;0;3;male;1993.0;1;0;3460;7.0458;B96 B98;S
478;0;3;male;2000.0;0;0;350060;7.5208;B96 B98;S
479;1;3;female;2020.0;0;1;3101298;12.2875;B96 B98;S
480;0;3;male;2013.0;5;2;CA 2144;46.9;B96 B98;S
481;0;2;male;1992.3008823529412;0;0;239854;0.0;B96 B98;S
482;0;3;male;1972.0;0;0;A/5 3594;8.05;B96 B98;S
483;1;3;female;1959.0;0;0;4134;9.5875;B96 B98;S
484;1;1;male;1997.0;1;0;11967;91.0792;B49;C
485;0;3;female;1992.3008823529412;3;1;4133;25.4667;B96 B98;S
486;1;1;female;1987.0;1;0;19943;90.0;C93;S
487;0;1;male;1964.0;0;0;11771;29.7;B37;C
488;0;3;male;1992.0;0;0;A.5. 18509;8.05;B96 B98;S
489;1;3;male;2013.0;1;1;C.A. 37671;15.9;B96 B98;S
490;0;3;male;1992.3008823529412;1;0;65304;19.9667;B96 B98;S
491;0;3;male;2001.0;0;0;SOTON/OQ 3101317;7.25;B96 B98;S
492;0;1;male;1967.0;0;0;113787;30.5;C30;S
493;0;1;male;1951.0;0;0;PC 17609;49.5042;B96 B98;C
494;0;3;male;2001.0;0;0;A/4 45380;8.05;B96 B98;S
495;0;3;male;1992.3008823529412;0;0;2627;14.4583;B96 B98;C
496;1;1;female;1968.0;1;0;36947;78.2667;D20;C
497;0;3;male;1992.3008823529412;0;0;C.A. 6212;15.1;B96 B98;S
498;0;1;female;1997.0;1;2;113781;151.55;C22 C26;S
499;0;3;male;1998.0;0;0;350035;7.7958;B96 B98;S
500;0;3;male;2005.0;0;0;315086;8.6625;B96 B98;S
501;0;3;female;2001.0;0;0;364846;7.75;B96 B98;Q
502;0;3;female;1992.3008823529412;0;0;330909;7.6292;B96 B98;Q
503;0;3;female;1985.0;0;0;4135;9.5875;B96 B98;S
504;1;1;female;2006.0;0;0;110152;86.5;B79;S
505;0;1;male;2004.0;1;0;PC 17758;108.9;C65;C
506;1;2;female;1989.0;0;2;26360;26.0;B96 B98;S
507;1;1;male;1992.3008823529412;0;0;111427;26.55;B96 B98;S
508;0;3;male;1994.0;0;0;C 4001;22.525;B96 B98;S
509;1;3;male;1996.0;0;0;1601;56.4958;B96 B98;S
510;1;3;male;1993.0;0;0;382651;7.75;B96 B98;Q
511;0;3;male;1992.3008823529412;0;0;SOTON/OQ 3101316;8.05;B96 B98;S
512;1;1;male;1986.0;0;0;PC 17473;26.2875;E25;S
513;1;1;female;1968.0;1;0;PC 17603;59.4;B96 B98;C
514;0;3;male;1998.0;0;0;349209;7.4958;B96 B98;S
515;0;1;male;1975.0;0;0;36967;34.0208;D46;S
516;1;2;female;1988.0;0;0;C.A. 34260;10.5;F33;S
517;0;3;male;1992.3008823529412;0;0;371110;24.15;B96 B98;Q
518;1;2;female;1986.0;1;0;226875;26.0;B96 B98;S
519;0;3;male;1990.0;0;0;349242;7.8958;B96 B98;S
520;1;1;female;1992.0;0;0;12749;93.5;B73;S
521;0;3;male;2000.0;0;0;349252;7.8958;B96 B98;S
522;0;3;male;1992.3008823529412;0;0;2624;7.225;B96 B98;C
523;1;1;female;1978.0;0;1;111361;57.9792;B18;C
524;0;3;male;1992.3008823529412;0;0;2700;7.2292;B96 B98;C
525;0;3;male;1981.5;0;0;367232;7.75;B96 B98;Q
526;1;2;female;1972.0;0;0;W./C. 14258;10.5;B96 B98;S
527;0;1;male;1992.3008823529412;0;0;PC 17483;221.7792;C95;S
528;0;3;male;1983.0;0;0;3101296;7.925;B96 B98;S
529;0;2;male;1999.0;2;1;29104;11.5;B96 B98;S
530;1;2;female;2020.0;1;1;26360;26.0;B96 B98;S
531;0;3;male;1992.3008823529412;0;0;2641;7.2292;B96 B98;C
532;0;3;male;2005.0;1;1;2690;7.2292;B96 B98;C
533;1;3;female;1992.3008823529412;0;2;2668;22.3583;B96 B98;C
534;0;3;female;1992.0;0;0;315084;8.6625;B96 B98;S
535;1;2;female;2015.0;0;2;F.C.C. 13529;26.25;B96 B98;S
536;0;1;male;1977.0;0;0;113050;26.55;B38;S
537;1;1;female;1992.0;0;0;PC 17761;106.425;B96 B98;C
538;0;3;male;1992.3008823529412;0;0;364498;14.5;B96 B98;S
539;1;1;female;2000.0;0;2;13568;49.5;B39;C
540;1;1;female;1986.0;0;2;WE/P 5735;71.0;B22;S
541;0;3;female;2013.0;4;2;347082;31.275;B96 B98;S
542;0;3;female;2011.0;4;2;347082;31.275;B96 B98;S
543;1;2;male;1990.0;1;0;2908;26.0;B96 B98;S
544;0;1;male;1972.0;1;0;PC 17761;106.425;C86;C
545;0;1;male;1958.0;0;0;693;26.0;B96 B98;S
546;1;2;female;2003.0;1;0;2908;26.0;B96 B98;S
547;1;2;male;1992.3008823529412;0;0;SC/PARIS 2146;13.8625;B96 B98;C
548;0;3;male;1989.0;1;1;363291;20.525;B96 B98;S
549;1;2;male;2014.0;1;1;C.A. 33112;36.75;B96 B98;S
550;1;1;male;2005.0;0;2;17421;110.8833;C70;C
551;0;2;male;1995.0;0;0;244358;26.0;B96 B98;S
552;0;3;male;1992.3008823529412;0;0;330979;7.8292;B96 B98;Q
553;1;3;male;2000.0;0;0;2620;7.225;B96 B98;C
554;1;3;female;2000.0;0;0;347085;7.775;B96 B98;S
555;0;1;male;1960.0;0;0;113807;26.55;B96 B98;S
556;1;1;female;1974.0;1;0;11755;39.6;A16;C
557;0;1;male;1992.3008823529412;0;0;PC 17757;227.525;B96 B98;C
558;1;1;female;1983.0;1;1;110413;79.65;E67;S
559;1;3;female;1986.0;1;0;345572;17.4;B96 B98;S
560;0;3;male;1992.3008823529412;0;0;372622;7.75;B96 B98;Q
561;0;3;male;1982.0;0;0;349251;7.8958;B96 B98;S
562;0;2;male;1994.0;0;0;218629;13.5;B96 B98;S
563;0;3;male;1992.3008823529412;0;0;SOTON/OQ 392082;8.05;B96 B98;S
564;0;3;female;1992.3008823529412;0;0;SOTON/O.Q. 392087;8.05;B96 B98;S
565;0;3;male;1998.0;2;0;A/4 48871;24.15;B96 B98;S
566;0;3;male;2003.0;0;0;349205;7.8958;B96 B98;S
567;0;3;female;1993.0;0;4;349909;21.075;B96 B98;S
568;0;3;male;1992.3008823529412;0;0;2686;7.2292;B96 B98;C
569;1;3;male;1990.0;0;0;350417;7.8542;B96 B98;S
570;1;2;male;1960.0;0;0;S.W./PP 752;10.5;B96 B98;S
571;1;1;female;1969.0;2;0;11769;51.4792;C101;S
572;1;1;male;1986.0;0;0;PC 17474;26.3875;E25;S
573;1;3;female;1992.3008823529412;0;0;14312;7.75;B96 B98;Q
574;0;3;male;2006.0;0;0;A/4. 20589;8.05;B96 B98;S
575;0;3;male;2003.0;0;0;358585;14.5;B96 B98;S
576;1;2;female;1988.0;0;0;243880;13.0;B96 B98;S
577;1;1;female;1983.0;1;0;13507;55.9;E44;S
578;0;3;female;1992.3008823529412;1;0;2689;14.4583;B96 B98;C
579;1;3;male;1990.0;0;0;STON/O 2. 3101286;7.925;B96 B98;S
580;1;2;female;1997.0;1;1;237789;30.0;B96 B98;S
581;1;1;female;1983.0;1;1;17421;110.8833;C68;C
582;0;2;male;1968.0;0;0;28403;26.0;B96 B98;S
583;0;1;male;1986.0;0;0;13049;40.125;A10;C
584;0;3;male;1992.3008823529412;0;0;3411;8.7125;B96 B98;C
585;1;1;female;2004.0;0;2;110413;79.65;E68;S
586;0;2;male;1975.0;0;0;237565;15.0;B96 B98;S
587;1;1;male;1962.0;1;1;13567;79.2;B41;C
588;0;3;male;2000.0;0;0;14973;8.05;B96 B98;S
589;0;3;male;1992.3008823529412;0;0;A./5. 3235;8.05;B96 B98;S
590;0;3;male;1987.0;0;0;STON/O 2. 3101273;7.125;B96 B98;S
591;1;1;female;1970.0;1;0;36947;78.2667;D20;C
592;0;3;male;1975.0;0;0;A/5 3902;7.25;B96 B98;S
593;0;3;female;1992.3008823529412;0;2;364848;7.75;B96 B98;Q
594;0;2;male;1985.0;1;0;SC/AH 29037;26.0;B96 B98;S
595;0;3;male;1986.0;1;1;345773;24.15;B96 B98;S
596;1;2;female;1992.3008823529412;0;0;248727;33.0;B96 B98;S
597;0;3;male;1973.0;0;0;LINE;0.0;B96 B98;S
598;0;3;male;1992.3008823529412;0;0;2664;7.225;B96 B98;C
599;1;1;male;1973.0;1;0;PC 17485;56.9292;A20;C
600;1;2;female;1998.0;2;1;243847;27.0;B96 B98;S
601;0;3;male;1992.3008823529412;0;0;349214;7.8958;B96 B98;S
602;0;1;male;1992.3008823529412;0;0;113796;42.4;B96 B98;S
603;0;3;male;1978.0;0;0;364511;8.05;B96 B98;S
604;1;1;male;1987.0;0;0;111426;26.55;B96 B98;C
605;0;3;male;1986.0;1;0;349910;15.55;B96 B98;S
606;0;3;male;1992.0;0;0;349246;7.8958;B96 B98;S
607;1;1;male;1995.0;0;0;113804;30.5;B96 B98;S
608;1;2;female;2000.0;1;2;SC/Paris 2123;41.5792;B96 B98;C
609;1;1;female;1982.0;0;0;PC 17582;153.4625;C125;S
610;0;3;female;1983.0;1;5;347082;31.275;B96 B98;S
611;0;3;male;1992.3008823529412;0;0;SOTON/O.Q. 3101305;7.05;B96 B98;S
612;1;3;female;1992.3008823529412;1;0;367230;15.5;B96 B98;Q
613;0;3;male;1992.3008823529412;0;0;370377;7.75;B96 B98;Q
614;0;3;male;1987.0;0;0;364512;8.05;B96 B98;S
615;1;2;female;1998.0;1;2;220845;65.0;B96 B98;S
616;0;3;male;1988.0;1;1;347080;14.4;B96 B98;S
617;0;3;female;1996.0;1;0;A/5. 3336;16.1;B96 B98;S
618;1;2;female;2018.0;2;1;230136;39.0;F4;S
619;0;2;male;1996.0;0;0;31028;10.5;B96 B98;S
620;0;3;male;1995.0;1;0;2659;14.4542;B96 B98;C
621;1;1;male;1980.0;1;0;11753;52.5542;D19;S
622;1;3;male;2002.0;1;1;2653;15.7417;B96 B98;C
623;0;3;male;2001.0;0;0;350029;7.8542;B96 B98;S
624;0;3;male;2001.0;0;0;54636;16.1;B96 B98;S
625;0;1;male;1961.0;0;0;36963;32.3208;D50;S
626;0;2;male;1965.0;0;0;219533;12.35;B96 B98;Q
627;1;1;female;2001.0;0;0;13502;77.9583;D9;S
628;0;3;male;1996.0;0;0;349224;7.8958;B96 B98;S
629;0;3;male;1992.3008823529412;0;0;334912;7.7333;B96 B98;Q
630;1;1;male;1942.0;0;0;27042;30.0;A23;S
631;0;3;male;1971.0;0;0;347743;7.0542;B96 B98;S
632;1;1;male;1990.0;0;0;13214;30.5;B50;C
633;0;1;male;1992.3008823529412;0;0;112052;0.0;B96 B98;S
634;0;3;female;2013.0;3;2;347088;27.9;B96 B98;S
635;1;2;female;1994.0;0;0;237668;13.0;B96 B98;S
636;0;3;male;1990.0;0;0;STON/O 2. 3101292;7.925;B96 B98;S
637;0;2;male;1991.0;1;1;C.A. 31921;26.25;B96 B98;S
638;0;3;female;1981.0;0;5;3101295;39.6875;B96 B98;S
639;0;3;male;1992.3008823529412;1;0;376564;16.1;B96 B98;S
640;0;3;male;2002.0;0;0;350050;7.8542;B96 B98;S
641;1;1;female;1998.0;0;0;PC 17477;69.3;B35;C
642;0;3;female;2020.0;3;2;347088;27.9;B96 B98;S
643;1;3;male;1992.3008823529412;0;0;1601;56.4958;B96 B98;S
644;1;3;female;2021.25;2;1;2666;19.2583;B96 B98;C
645;1;1;male;1974.0;1;0;PC 17572;76.7292;D33;C
646;0;3;male;2003.0;0;0;349231;7.8958;B96 B98;S
647;1;1;male;1966.0;0;0;13213;35.5;A26;C
648;0;3;male;1992.3008823529412;0;0;S.O./P.P. 751;7.55;B96 B98;S
649;1;3;female;1999.0;0;0;CA. 2314;7.55;B96 B98;S
650;0;3;male;1992.3008823529412;0;0;349221;7.8958;B96 B98;S
651;1;2;female;2004.0;0;1;231919;23.0;B96 B98;S
652;0;3;male;2001.0;0;0;8475;8.4333;B96 B98;S
653;1;3;female;1992.3008823529412;0;0;330919;7.8292;B96 B98;Q
654;0;3;female;2004.0;0;0;365226;6.75;B96 B98;Q
655;0;2;male;1998.0;2;0;S.O.C. 14879;73.5;B96 B98;S
656;0;3;male;1992.3008823529412;0;0;349223;7.8958;B96 B98;S
657;0;3;female;1990.0;1;1;364849;15.5;B96 B98;Q
658;0;2;male;1999.0;0;0;29751;13.0;B96 B98;S
659;0;1;male;1964.0;0;2;35273;113.275;D48;C
660;1;1;male;1972.0;2;0;PC 17611;133.65;B96 B98;S
661;0;3;male;1982.0;0;0;2623;7.225;B96 B98;C
662;0;1;male;1975.0;0;0;5727;25.5875;E58;S
663;0;3;male;1986.0;0;0;349210;7.4958;B96 B98;S
664;1;3;male;2002.0;1;0;STON/O 2. 3101285;7.925;B96 B98;S
665;0;2;male;1990.0;2;0;S.O.C. 14879;73.5;B96 B98;S
666;0;2;male;1997.0;0;0;234686;13.0;B96 B98;S
667;0;3;male;1992.3008823529412;0;0;312993;7.775;B96 B98;S
668;0;3;male;1979.0;0;0;A/5 3536;8.05;B96 B98;S
669;1;1;female;1992.3008823529412;1;0;19996;52.0;C126;S
670;1;2;female;1982.0;1;1;29750;39.0;B96 B98;S
671;0;1;male;1991.0;1;0;F.C. 12750;52.0;B71;S
672;0;2;male;1952.0;0;0;C.A. 24580;10.5;B96 B98;S
673;1;2;male;1991.0;0;0;244270;13.0;B96 B98;S
674;0;2;male;1992.3008823529412;0;0;239856;0.0;B96 B98;S
675;0;3;male;2004.0;0;0;349912;7.775;B96 B98;S
676;0;3;male;1997.5;0;0;342826;8.05;B96 B98;S
677;1;3;female;2004.0;0;0;4138;9.8417;B96 B98;S
678;0;3;female;1979.0;1;6;CA 2144;46.9;B96 B98;S
679;1;1;male;1986.0;0;1;PC 17755;512.3292;B51 B53 B55;C
680;0;3;female;1992.3008823529412;0;0;330935;8.1375;B96 B98;Q
681;1;1;male;1995.0;0;0;PC 17572;76.7292;D49;C
682;0;3;male;2002.0;0;0;6563;9.225;B96 B98;S
683;0;3;male;2008.0;5;2;CA 2144;46.9;B96 B98;S
684;0;2;male;1962.0;1;1;29750;39.0;B96 B98;S
685;0;2;male;1997.0;1;2;SC/Paris 2123;41.5792;B96 B98;C
686;0;3;male;2008.0;4;1;3101295;39.6875;B96 B98;S
687;0;3;male;2003.0;0;0;349228;10.1708;B96 B98;S
688;0;3;male;2004.0;0;0;350036;7.7958;B96 B98;S
689;1;1;female;2007.0;0;1;24160;211.3375;B5;S
690;1;1;male;1991.0;1;0;17474;57.0;B20;S
691;1;3;female;2018.0;0;1;349256;13.4167;B96 B98;C
692;1;3;male;1992.3008823529412;0;0;1601;56.4958;B96 B98;S
693;0;3;male;1997.0;0;0;2672;7.225;B96 B98;C
694;0;1;male;1962.0;0;0;113800;26.55;B96 B98;S
695;0;2;male;1970.0;0;0;248731;13.5;B96 B98;S
696;0;3;male;1978.0;0;0;363592;8.05;B96 B98;S
697;1;3;female;1992.3008823529412;0;0;35852;7.7333;B96 B98;Q
698;0;1;male;1973.0;1;1;17421;110.8833;C68;C
699;0;3;male;1980.0;0;0;348121;7.65;F G63;S
700;1;1;female;2004.0;1;0;PC 17757;227.525;C62 C64;C
701;1;1;male;1987.0;0;0;PC 17475;26.2875;E24;S
702;0;3;female;2004.0;0;1;2691;14.4542;B96 B98;C
703;0;3;male;1997.0;0;0;36864;7.7417;B96 B98;Q
704;0;3;male;1996.0;1;0;350025;7.8542;B96 B98;S
705;0;2;male;1983.0;0;0;250655;26.0;B96 B98;S
706;1;2;female;1977.0;0;0;223596;13.5;B96 B98;S
707;1;1;male;1980.0;0;0;PC 17476;26.2875;E24;S
708;1;1;female;2000.0;0;0;113781;151.55;B96 B98;S
709;1;3;male;1992.3008823529412;1;1;2661;15.2458;B96 B98;C
710;1;1;female;1998.0;0;0;PC 17482;49.5042;C90;C
711;0;1;male;1992.3008823529412;0;0;113028;26.55;C124;S
712;1;1;male;1974.0;1;0;19996;52.0;C126;S
713;0;3;male;1993.0;0;0;7545;9.4833;B96 B98;S
714;0;2;male;1970.0;0;0;250647;13.0;B96 B98;S
715;0;3;male;2003.0;0;0;348124;7.65;F G73;S
716;1;1;female;1984.0;0;0;PC 17757;227.525;C45;C
717;1;2;female;1995.0;0;0;34218;10.5;E101;S
718;0;3;male;1992.3008823529412;0;0;36568;15.5;B96 B98;Q
719;0;3;male;1989.0;0;0;347062;7.775;B96 B98;S
720;1;2;female;2016.0;0;1;248727;33.0;B96 B98;S
721;0;3;male;2005.0;1;0;350048;7.0542;B96 B98;S
722;0;2;male;1988.0;0;0;12233;13.0;B96 B98;S
723;0;2;male;1972.0;0;0;250643;13.0;B96 B98;S
724;1;1;male;1995.0;1;0;113806;53.1;E8;S
725;0;3;male;2002.0;0;0;315094;8.6625;B96 B98;S
726;1;2;female;1992.0;3;0;31027;21.0;B96 B98;S
727;1;3;female;1992.3008823529412;0;0;36866;7.7375;B96 B98;Q
728;0;2;male;1997.0;1;0;236853;26.0;B96 B98;S
729;0;3;female;1997.0;1;0;STON/O2. 3101271;7.925;B96 B98;S
730;1;1;female;1993.0;0;0;24160;211.3375;B5;S
731;0;3;male;2011.0;0;0;2699;18.7875;B96 B98;C
732;0;2;male;1992.3008823529412;0;0;239855;0.0;B96 B98;S
733;0;2;male;1999.0;0;0;28425;13.0;B96 B98;S
734;0;2;male;1999.0;0;0;233639;13.0;B96 B98;S
735;0;3;male;1993.5;0;0;54636;16.1;B96 B98;S
736;0;3;female;1974.0;1;3;W./C. 6608;34.375;B96 B98;S
737;1;1;male;1987.0;0;0;PC 17755;512.3292;B101;C
738;0;3;male;1992.3008823529412;0;0;349201;7.8958;B96 B98;S
739;0;3;male;1992.3008823529412;0;0;349218;7.8958;B96 B98;S
740;1;1;male;1992.3008823529412;0;0;16988;30.0;D45;S
741;0;1;male;1986.0;1;0;19877;78.85;C46;S
742;1;1;female;2001.0;2;2;PC 17608;262.375;B57 B59 B63 B66;C
743;0;3;male;1998.0;1;0;376566;16.1;B96 B98;S
744;1;3;male;1991.0;0;0;STON/O 2. 3101288;7.925;B96 B98;S
745;0;1;male;1952.0;1;1;WE/P 5735;71.0;B22;S
746;0;3;male;2006.0;1;1;C.A. 2673;20.25;B96 B98;S
747;1;2;female;1992.0;0;0;250648;13.0;B96 B98;S
748;0;1;male;2003.0;1;0;113773;53.1;D30;S
749;0;3;male;1991.0;0;0;335097;7.75;B96 B98;Q
750;1;2;female;2018.0;1;1;29103;23.0;B96 B98;S
751;1;3;male;2016.0;0;1;392096;12.475;E121;S
752;0;3;male;1989.0;0;0;345780;9.5;B96 B98;S
753;0;3;male;1999.0;0;0;349204;7.8958;B96 B98;S
754;1;2;female;1974.0;1;2;220845;65.0;B96 B98;S
755;1;2;male;2021.33;1;1;250649;14.5;B96 B98;S
756;0;3;male;1994.0;0;0;350042;7.7958;B96 B98;S
757;0;2;male;2004.0;0;0;29108;11.5;B96 B98;S
758;0;3;male;1988.0;0;0;363294;8.05;B96 B98;S
759;1;1;female;1989.0;0;0;110152;86.5;B77;S
760;0;3;male;1992.3008823529412;0;0;358585;14.5;B96 B98;S
761;0;3;male;1981.0;0;0;SOTON/O2 3101272;7.125;B96 B98;S
762;1;3;male;2002.0;0;0;2663;7.2292;B96 B98;C
763;1;1;female;1986.0;1;2;113760;120.0;B96 B98;S
764;0;3;male;2006.0;0;0;347074;7.775;B96 B98;S
765;1;1;female;1971.0;1;0;13502;77.9583;D11;S
766;0;1;male;1992.3008823529412;0;0;112379;39.6;B96 B98;C
767;0;3;female;1991.5;0;0;364850;7.75;B96 B98;Q
768;0;3;male;1992.3008823529412;1;0;371110;24.15;B96 B98;Q
769;0;3;male;1990.0;0;0;8471;8.3625;B96 B98;S
770;0;3;male;1998.0;0;0;345781;9.5;B96 B98;S
771;0;3;male;1974.0;0;0;350047;7.8542;B96 B98;S
772;0;2;female;1965.0;0;0;S.O./P.P. 3;10.5;E77;S
773;0;3;male;1992.3008823529412;0;0;2674;7.225;B96 B98;C
774;1;2;female;1968.0;1;3;29105;23.0;B96 B98;S
775;0;3;male;2004.0;0;0;347078;7.75;B96 B98;S
776;0;3;male;1992.3008823529412;0;0;383121;7.75;F38;Q
777;1;3;female;2017.0;0;0;364516;12.475;B96 B98;S
778;0;3;male;1992.3008823529412;0;0;36865;7.7375;B96 B98;Q
779;1;1;female;1979.0;0;1;24160;211.3375;B3;S
780;1;3;female;2009.0;0;0;2687;7.2292;B96 B98;C
781;1;1;female;2005.0;1;0;17474;57.0;B20;S
782;0;1;male;1993.0;0;0;113501;30.0;D6;S
783;0;3;male;1992.3008823529412;1;2;W./C. 6607;23.45;B96 B98;S
784;0;3;male;1997.0;0;0;SOTON/O.Q. 3101312;7.05;B96 B98;S
785;0;3;male;1997.0;0;0;374887;7.25;B96 B98;S
786;1;3;female;2004.0;0;0;3101265;7.4958;B96 B98;S
787;0;3;male;2014.0;4;1;382652;29.125;B96 B98;Q
788;1;3;male;2021.0;1;2;C.A. 2315;20.575;B96 B98;S
789;0;1;male;1976.0;0;0;PC 17593;79.2;B82 B84;C
790;0;3;male;1992.3008823529412;0;0;12460;7.75;B96 B98;Q
791;0;2;male;2006.0;0;0;239865;26.0;B96 B98;S
792;0;3;female;1992.3008823529412;8;2;CA. 2343;69.55;B96 B98;S
793;0;1;male;1992.3008823529412;0;0;PC 17600;30.6958;B96 B98;C
794;0;3;male;1997.0;0;0;349203;7.8958;B96 B98;S
795;0;2;male;1983.0;0;0;28213;13.0;B96 B98;S
796;1;1;female;1973.0;0;0;17465;25.9292;D17;S
797;1;3;female;1991.0;0;0;349244;8.6833;B96 B98;S
798;0;3;male;1992.0;0;0;2685;7.2292;B96 B98;C
799;0;3;female;1992.0;1;1;345773;24.15;B96 B98;S
800;0;2;male;1988.0;0;0;250647;13.0;B96 B98;S
801;1;2;female;1991.0;1;1;C.A. 31921;26.25;B96 B98;S
802;1;1;male;2011.0;1;2;113760;120.0;B96 B98;S
803;1;3;male;2021.58;0;1;2625;8.5167;B96 B98;C
804;1;3;male;1995.0;0;0;347089;6.975;B96 B98;S
805;0;3;male;1991.0;0;0;347063;7.775;B96 B98;S
806;0;1;male;1983.0;0;0;112050;0.0;A36;S
807;0;3;female;2004.0;0;0;347087;7.775;B96 B98;S
808;0;2;male;1983.0;0;0;248723;13.0;B96 B98;S
809;1;1;female;1989.0;1;0;113806;53.1;E8;S
810;0;3;male;1996.0;0;0;3474;7.8875;B96 B98;S
811;0;3;male;1983.0;0;0;A/4 48871;24.15;B96 B98;S
812;0;2;male;1987.0;0;0;28206;10.5;B96 B98;S
813;0;3;female;2016.0;4;2;347082;31.275;B96 B98;S
814;0;3;male;1991.5;0;0;364499;8.05;B96 B98;S
815;0;1;male;1992.3008823529412;0;0;112058;0.0;B102;S
816;0;3;female;1999.0;0;0;STON/O2. 3101290;7.925;B96 B98;S
817;0;2;male;1991.0;1;1;S.C./PARIS 2079;37.0042;B96 B98;C
